casesDif,vacDif,FIPS,location,POPESTIMATE2019,Median_Household_Income_2019
6.0,0.224,20141,Kansas-Osborne,3438,"46,351"
12.0,0.255,20143,Kansas-Ottawa,5713,"58,729"
45.0,0.32199999999999995,20145,Kansas-Pawnee,6384,"65,141"
7.0,0.26299999999999996,20147,Kansas-Phillips,5248,"51,546"
235.0,0.242,20149,Kansas-Pottawatomie,24468,"73,685"
12.0,0.267,20151,Kansas-Pratt,9114,"53,980"
8.0,0.222,20153,Kansas-Rawlins,2493,"50,768"
303.0,0.306,20155,Kansas-Reno,61963,"53,371"
1.0,0.325,20157,Kansas-Republic,4563,"47,082"
21.0,0.29100000000000004,20159,Kansas-Rice,9512,"56,350"
517.0,0.238,20161,Kansas-Riley,72762,"51,996"
25.0,0.262,20163,Kansas-Rooks,4937,"49,485"
9.0,0.259,20165,Kansas-Rush,2994,"53,189"
22.0,0.271,20167,Kansas-Russell,6868,"46,112"
399.0,0.29500000000000004,20169,Kansas-Saline,54140,"56,741"
17.0,0.225,20171,Kansas-Scott,4850,"62,914"
4348.0,0.30700000000000005,20173,Kansas-Sedgwick,516579,"60,014"
109.0,0.261,20175,Kansas-Seward,21421,"55,727"
1392.0,0.34299999999999997,20177,Kansas-Shawnee,176735,"59,451"
11.0,0.14999999999999997,20179,Kansas-Sheridan,2517,"54,627"
55.0,0.257,20181,Kansas-Sherman,5932,"54,000"
8.0,0.253,20183,Kansas-Smith,3571,"45,915"
7.0,0.28,20185,Kansas-Stafford,4081,"51,007"
2.0,0.25899999999999995,20187,Kansas-Stanton,1987,"63,401"
6.0,0.186,20189,Kansas-Stevens,5405,"61,264"
166.0,0.258,20191,Kansas-Sumner,22810,"53,618"
25.0,0.239,20193,Kansas-Thomas,7704,"58,652"
1.0,0.21499999999999997,20195,Kansas-Trego,2779,"52,597"
36.0,0.282,20197,Kansas-Wabaunsee,6892,"66,168"
3.0,0.19099999999999998,20199,Kansas-Wallace,1518,"54,714"
29.0,0.29699999999999993,20201,Kansas-Washington,5449,"46,263"
3.0,0.269,20203,Kansas-Wichita,2118,"54,009"
86.0,0.26,20205,Kansas-Wilson,8555,"46,243"
21.0,0.273,20207,Kansas-Woodson,3096,"43,751"
1819.0,0.289,20209,Kansas-Wyandotte,166009,"47,292"
275.0,0.23000000000000004,21001,Kentucky-Adair,19472,"37,650"
324.0,0.237,21003,Kentucky-Allen,21320,"47,307"
180.0,0.388,21005,Kentucky-Anderson,22700,"61,308"
70.0,0.204,21007,Kentucky-Ballard,7817,"48,053"
471.0,0.261,21009,Kentucky-Barren,44185,"44,859"
279.0,0.319,21011,Kentucky-Bath,12532,"42,248"
428.0,0.25,21013,Kentucky-Bell,26026,"30,940"
1668.0,0.42,21015,Kentucky-Boone,133670,"78,806"
217.0,0.33299999999999996,21017,Kentucky-Bourbon,19774,"47,046"
508.0,0.258,21019,Kentucky-Boyd,46839,"50,017"
354.0,0.366,21021,Kentucky-Boyle,30000,"53,644"
154.0,0.275,21023,Kentucky-Bracken,8330,"53,289"
131.0,0.27099999999999996,21025,Kentucky-Breathitt,12612,"33,407"
221.0,0.253,21027,Kentucky-Breckinridge,20471,"46,069"
974.0,0.296,21029,Kentucky-Bullitt,81803,"66,335"
131.0,0.23899999999999993,21031,Kentucky-Butler,12861,"46,305"
-60.0,0.279,21033,Kentucky-Caldwell,12731,"44,144"
214.0,0.30400000000000005,21035,Kentucky-Calloway,39073,"45,574"
799.0,0.415,21037,Kentucky-Campbell,93841,"66,520"
52.0,0.21399999999999997,21039,Kentucky-Carlisle,4721,"49,659"
153.0,0.28900000000000003,21041,Kentucky-Carroll,10658,"51,672"
371.0,0.24,21043,Kentucky-Carter,26766,"43,492"
245.0,0.19799999999999998,21045,Kentucky-Casey,16204,"34,751"
854.0,0.177,21047,Kentucky-Christian,71577,"46,390"
628.0,0.347,21049,Kentucky-Clark,36280,"55,428"
304.0,0.22899999999999998,21051,Kentucky-Clay,19912,"30,175"
59.0,0.203,21053,Kentucky-Clinton,10200,"34,005"
123.0,0.20500000000000002,21055,Kentucky-Crittenden,8807,"44,595"
38.0,0.211,21057,Kentucky-Cumberland,6626,"34,897"
1303.0,0.296,21059,Kentucky-Daviess,101555,"52,620"
36.0,0.21199999999999997,21061,Kentucky-Edmonson,12149,"47,482"
58.0,0.20099999999999998,21063,Kentucky-Elliott,7485,"34,262"
210.0,0.27599999999999997,21065,Kentucky-Estill,14143,"35,004"
3908.0,0.403,21067,Kentucky-Fayette,323922,"58,981"
152.0,0.27299999999999996,21069,Kentucky-Fleming,14574,"43,943"
471.0,0.28,21071,Kentucky-Floyd,35515,"35,828"
542.0,0.5150000000000001,21073,Kentucky-Franklin,50887,"58,917"
66.0,0.32600000000000007,21075,Kentucky-Fulton,5989,"34,376"
98.0,0.22700000000000004,21077,Kentucky-Gallatin,8842,"55,273"
161.0,0.28900000000000003,21079,Kentucky-Garrard,17684,"51,757"
368.0,0.298,21081,Kentucky-Grant,25120,"55,210"
441.0,0.252,21083,Kentucky-Graves,37170,"48,038"
298.0,0.293,21085,Kentucky-Grayson,26435,"43,771"
113.0,0.255,21087,Kentucky-Green,10949,"38,896"
395.0,0.252,21089,Kentucky-Greenup,35164,"52,179"
93.0,0.33199999999999996,21091,Kentucky-Hancock,8716,"60,626"
1186.0,0.37,21093,Kentucky-Hardin,110970,"57,711"
558.0,0.244,21095,Kentucky-Harlan,25960,"30,050"
329.0,0.274,21097,Kentucky-Harrison,18838,"51,475"
197.0,0.202,21099,Kentucky-Hart,19014,"42,718"
657.0,0.284,21101,Kentucky-Henderson,45276,"53,199"
156.0,0.35100000000000003,21103,Kentucky-Henry,16063,"51,806"
78.0,0.215,21105,Kentucky-Hickman,4365,"52,331"
797.0,0.263,21107,Kentucky-Hopkins,44660,"48,769"
129.0,0.184,21109,Kentucky-Jackson,13316,"34,940"
8854.0,0.40700000000000003,21111,Kentucky-Jefferson,767785,"59,025"
632.0,0.324,21113,Kentucky-Jessamine,54012,"62,533"
328.0,0.243,21115,Kentucky-Johnson,22188,"31,202"
1796.0,0.394,21117,Kentucky-Kenton,167333,"68,692"
110.0,0.24500000000000002,21119,Kentucky-Knott,14861,"32,613"
958.0,0.186,21121,Kentucky-Knox,31151,"31,634"
151.0,0.276,21123,Kentucky-Larue,14393,"49,785"
1713.0,0.21500000000000002,21125,Kentucky-Laurel,60842,"44,033"
230.0,0.251,21127,Kentucky-Lawrence,15395,"38,055"
100.0,0.293,21129,Kentucky-Lee,7390,"30,905"
173.0,0.22499999999999998,21131,Kentucky-Leslie,9880,"32,202"
280.0,0.2749999999999999,21133,Kentucky-Letcher,21560,"32,435"
271.0,0.189,21135,Kentucky-Lewis,13309,"37,410"
298.0,0.24500000000000005,21137,Kentucky-Lincoln,24519,"43,220"
128.0,0.261,21139,Kentucky-Livingston,9148,"50,521"
458.0,0.28800000000000003,21141,Kentucky-Logan,27111,"48,902"
1052.0,0.36499999999999994,21143,Kentucky-Lyon,8256,"52,978"
1171.0,0.327,21145,Kentucky-McCracken,65622,"48,219"
212.0,0.266,21147,Kentucky-McCreary,17260,"32,701"
946.0,0.296,21151,Kentucky-Madison,93099,"50,316"
166.0,0.25399999999999995,21153,Kentucky-Magoffin,12184,"32,045"
243.0,0.336,21155,Kentucky-Marion,19237,"48,062"
370.0,0.348,21157,Kentucky-Marshall,31113,"57,945"
124.0,0.286,21159,Kentucky-Martin,11258,"34,291"
317.0,0.312,21161,Kentucky-Mason,17049,"47,861"
239.0,0.263,21163,Kentucky-Meade,28610,"54,946"
81.0,0.273,21165,Kentucky-Menifee,6483,"37,457"
278.0,0.34099999999999997,21167,Kentucky-Mercer,21921,"55,267"
99.0,0.21400000000000002,21169,Kentucky-Metcalfe,10084,"38,978"
96.0,0.276,21171,Kentucky-Monroe,10654,"36,512"
555.0,0.30300000000000005,21173,Kentucky-Montgomery,28197,"52,903"
300.0,0.28,21175,Kentucky-Morgan,13297,"37,433"
335.0,0.286,21177,Kentucky-Muhlenberg,30681,"45,049"
423.0,0.355,21179,Kentucky-Nelson,46221,"64,795"
143.0,0.2919999999999999,21181,Kentucky-Nicholas,7248,"38,084"
164.0,0.22799999999999998,21183,Kentucky-Ohio,24043,"47,542"
795.0,0.363,21185,Kentucky-Oldham,66818,"101,152"
118.0,0.22899999999999998,21187,Kentucky-Owen,10884,"51,494"
81.0,0.245,21189,Kentucky-Owsley,4413,"28,727"
112.0,0.261,21191,Kentucky-Pendleton,14566,"58,962"
468.0,0.28300000000000003,21193,Kentucky-Perry,25801,"38,000"
718.0,0.24000000000000005,21195,Kentucky-Pike,57919,"36,875"
380.0,0.338,21197,Kentucky-Powell,12303,"41,760"
826.0,0.27199999999999996,21199,Kentucky-Pulaski,65243,"43,568"
48.0,0.22799999999999998,21201,Kentucky-Robertson,2149,"47,017"
290.0,0.21200000000000002,21203,Kentucky-Rockcastle,16736,"40,790"
388.0,0.277,21205,Kentucky-Rowan,24519,"44,068"
156.0,0.277,21207,Kentucky-Russell,17944,"44,056"
1428.0,0.378,21209,Kentucky-Scott,57079,"74,719"
471.0,0.31800000000000006,21211,Kentucky-Shelby,49022,"71,737"
497.0,0.305,21213,Kentucky-Simpson,18530,"52,931"
149.0,0.16,21215,Kentucky-Spencer,19302,"79,863"
398.0,0.318,21217,Kentucky-Taylor,25735,"48,485"
166.0,0.22200000000000003,21219,Kentucky-Todd,12318,"47,742"
226.0,0.241,21221,Kentucky-Trigg,14666,"49,955"
103.0,0.274,21223,Kentucky-Trimble,8529,"58,998"
181.0,0.22200000000000003,21225,Kentucky-Union,14497,"49,870"
1776.0,0.246,21227,Kentucky-Warren,132759,"53,238"
130.0,0.331,21229,Kentucky-Washington,12098,"51,286"
136.0,0.24100000000000002,21231,Kentucky-Wayne,20278,"34,449"
255.0,0.237,21233,Kentucky-Webster,12945,"49,079"
-174.0,0.23299999999999998,21235,Kentucky-Whitley,36362,"38,191"
116.0,0.28400000000000003,21237,Kentucky-Wolfe,7151,"32,773"
186.0,0.45299999999999996,21239,Kentucky-Woodford,26654,"67,815"
718.0,0.241,22001,Louisiana-Acadia,62207,"44,728"
282.0,0.179,22003,Louisiana-Allen,25594,"47,111"
1990.0,0.254,22005,Louisiana-Ascension,126798,"83,072"
243.0,0.19799999999999995,22007,Louisiana-Assumption,21921,"51,763"
421.0,0.197,22009,Louisiana-Avoyelles,40138,"38,316"
509.0,0.16899999999999998,22011,Louisiana-Beauregard,37649,"55,343"
104.0,0.241,22013,Louisiana-Bienville,13234,"37,198"
1451.0,0.21899999999999997,22015,Louisiana-Bossier,127377,"54,080"
2513.0,0.22100000000000003,22017,Louisiana-Caddo,240431,"45,613"
3788.0,0.21400000000000002,22019,Louisiana-Calcasieu,204038,"53,050"
65.0,0.144,22021,Louisiana-Caldwell,9946,"44,007"
92.0,0.103,22023,Louisiana-Cameron,6981,"60,317"
123.0,0.174,22025,Louisiana-Catahoula,9459,"36,794"
83.0,0.2,22027,Louisiana-Claiborne,15718,"36,497"
147.0,0.164,22029,Louisiana-Concordia,19314,"36,276"
396.0,0.17700000000000002,22039,Louisiana-Evangeline,33396,"35,146"
137.0,0.16599999999999998,22041,Louisiana-Franklin,19996,"35,484"
255.0,0.21400000000000002,22043,Louisiana-Grant,22352,"49,544"
941.0,0.21999999999999997,22045,Louisiana-Iberia,69638,"47,731"
515.0,0.298,22047,Louisiana-Iberville,32549,"55,198"
294.0,0.20500000000000002,22049,Louisiana-Jackson,15761,"43,232"
3704.0,0.352,22051,Louisiana-Jefferson,434096,"55,909"
3704.0,0.352,22051,Louisiana-Jefferson,31444,"55,909"
2994.0,0.25,22055,Louisiana-Lafayette,244798,"60,053"
1094.0,0.20800000000000002,22057,Louisiana-Lafourche,97618,"54,145"
477.0,0.21499999999999997,22061,Louisiana-Lincoln,46851,"41,608"
2084.0,0.19,22063,Louisiana-Livingston,141561,"63,852"
22.0,0.187,22065,Louisiana-Madison,10994,"32,229"
169.0,0.20699999999999996,22067,Louisiana-Morehouse,24839,"34,922"
307.0,0.20400000000000001,22069,Louisiana-Natchitoches,38179,"49,536"
2616.0,0.388,22071,Louisiana-Orleans,391172,"45,092"
1413.0,0.22000000000000003,22073,Louisiana-Ouachita,153401,"43,235"
234.0,0.29999999999999993,22075,Louisiana-Plaquemines,23264,"60,795"
1481.0,0.22299999999999998,22079,Louisiana-Rapides,129800,"49,687"
171.0,0.18800000000000003,22083,Louisiana-Richland,20147,"39,586"
223.0,0.17900000000000002,22085,Louisiana-Sabine,23895,"45,486"
1268.0,0.20299999999999996,22105,Louisiana-Tangipahoa,134845,"47,860"
17.0,0.23299999999999996,22107,Louisiana-Tensas,4319,"31,436"
1444.0,0.20800000000000002,22109,Louisiana-Terrebonne,110615,"51,719"
159.0,0.21499999999999997,22111,Louisiana-Union,22068,"44,617"
928.0,0.174,22113,Louisiana-Vermilion,59573,"50,193"
337.0,0.22900000000000004,22115,Louisiana-Vernon,48394,"51,652"
402.0,0.203,22117,Louisiana-Washington,46158,"35,505"
347.0,0.20600000000000002,22119,Louisiana-Webster,38323,"38,386"
121.0,0.22999999999999998,22127,Louisiana-Winn,13961,"43,166"
3823.0,,25001,Massachusetts-Barnstable,212923,"82,686"
1684.0,0.351,25003,Massachusetts-Berkshire,125217,"58,805"
11098.0,0.432,25005,Massachusetts-Bristol,565096,"69,857"
552.0,,25007,Massachusetts-Dukes,17461,"76,036"
14063.0,0.5009999999999999,25009,Massachusetts-Essex,789725,"83,253"
602.0,0.46099999999999997,25011,Massachusetts-Franklin,70276,"60,143"
10591.0,0.421,25013,Massachusetts-Hampden,465749,"59,918"
1753.0,0.448,25015,Massachusetts-Hampshire,161596,"74,142"
23335.0,0.569,25017,Massachusetts-Middlesex,1611263,"106,543"
358.0,,25019,Massachusetts-Nantucket,11330,"96,030"
9431.0,0.549,25021,Massachusetts-Norfolk,707164,"106,851"
8939.0,0.47500000000000003,25023,Massachusetts-Plymouth,521841,"90,584"
14674.0,0.49499999999999994,25025,Massachusetts-Suffolk,805915,"75,843"
11949.0,0.47400000000000003,25027,Massachusetts-Worcester,829327,"77,795"
648.0,0.314,24001,Maryland-Allegany,70527,"48,170"
14993.0,0.44400000000000006,24005,Maryland-Baltimore,828503,"76,972"
14993.0,0.44400000000000006,24005,Maryland-Baltimore,594601,"76,972"
578.0,0.43000000000000005,24009,Maryland-Calvert,92660,"111,056"
303.0,0.3400000000000001,24011,Maryland-Caroline,33509,"60,143"
1981.0,0.47900000000000004,24013,Maryland-Carroll,168774,"101,810"
1322.0,0.349,24015,Maryland-Cecil,103092,"75,307"
2047.0,0.42,24017,Maryland-Charles,163733,"102,510"
503.0,0.355,24019,Maryland-Dorchester,31864,"48,709"
2869.0,0.4860000000000001,24021,Maryland-Frederick,260609,"102,951"
200.0,0.2909999999999999,24023,Maryland-Garrett,29049,"59,253"
4145.0,0.45500000000000007,24025,Maryland-Harford,255594,"91,492"
3506.0,0.5700000000000001,24027,Maryland-Howard,325951,"121,329"
233.0,0.42499999999999993,24029,Maryland-Kent,19426,"65,615"
7801.0,0.5910000000000001,24031,Maryland-Montgomery,1051129,"110,012"
235.0,0.28400000000000003,24039,Maryland-Somerset,25609,"38,731"
298.0,0.46499999999999997,24041,Maryland-Talbot,37186,"75,714"
2249.0,0.34700000000000003,24043,Maryland-Washington,151066,"59,785"
952.0,0.31200000000000006,24045,Maryland-Wicomico,104005,"54,351"
431.0,0.42000000000000004,24047,Maryland-Worcester,52261,"65,821"
3586.0,0.431,23001,Maine-Androscoggin,108361,"58,958"
625.0,0.405,23003,Maine-Aroostook,67092,"40,675"
4692.0,0.584,23005,Maine-Cumberland,296052,"75,254"
488.0,0.444,23007,Maine-Franklin,30046,"51,136"
465.0,0.536,23009,Maine-Hancock,55098,"58,926"
2968.0,0.456,23011,Maine-Kennebec,122241,"55,358"
495.0,0.556,23013,Maine-Knox,39792,"55,910"
498.0,0.5469999999999999,23015,Maine-Lincoln,34685,"58,619"
1428.0,0.441,23017,Maine-Oxford,57895,"50,344"
2426.0,0.43799999999999994,23019,Maine-Penobscot,151823,"50,702"
302.0,0.396,23021,Maine-Piscataquis,16880,"43,509"
587.0,0.492,23023,Maine-Sagadahoc,36057,"65,841"
1046.0,0.414,23025,Maine-Somerset,50729,"45,333"
465.0,0.48100000000000004,23027,Maine-Waldo,39755,"51,073"
221.0,0.446,23029,Maine-Washington,31286,"39,068"
4000.0,0.5110000000000001,23031,Maine-York,207978,"66,803"
309.0,0.39799999999999996,26001,Michigan-Alcona,10453,"41,491"
88.0,0.371,26003,Michigan-Alger,9078,"52,285"
3873.0,0.33599999999999997,26005,Michigan-Allegan,118045,"66,568"
782.0,0.3360000000000001,26007,Michigan-Alpena,28391,"43,676"
692.0,0.387,26009,Michigan-Antrim,23359,"58,317"
451.0,0.36,26011,Michigan-Arenac,14944,"44,017"
217.0,0.24200000000000002,26013,Michigan-Baraga,8245,"48,371"
2190.0,0.31599999999999995,26015,Michigan-Barry,61481,"67,703"
3802.0,0.366,26017,Michigan-Bay,102964,"50,130"
360.0,0.43900000000000006,26019,Michigan-Benzie,17767,"56,934"
4064.0,0.356,26021,Michigan-Berrien,153352,"50,659"
1164.0,0.26899999999999996,26023,Michigan-Branch,43444,"52,255"
4936.0,0.30300000000000005,26025,Michigan-Calhoun,133806,"50,205"
1490.0,0.286,26027,Michigan-Cass,51847,"55,029"
632.0,0.42899999999999994,26029,Michigan-Charlevoix,26202,"58,831"
922.0,0.349,26031,Michigan-Cheboygan,25331,"47,876"
802.0,0.4149999999999999,26033,Michigan-Chippewa,37287,"49,610"
866.0,0.305,26035,Michigan-Clare,30884,"42,480"
2616.0,0.367,26037,Michigan-Clinton,79615,"72,666"
401.0,0.325,26039,Michigan-Crawford,14012,"49,114"
917.0,0.383,26041,Michigan-Delta,35744,"48,880"
384.0,0.364,26043,Michigan-Dickinson,25336,"53,751"
3850.0,0.37699999999999995,26045,Michigan-Eaton,110119,"65,891"
840.0,0.48,26047,Michigan-Emmet,33337,"59,456"
16102.0,0.32799999999999996,26049,Michigan-Genesee,405702,"50,554"
821.0,0.325,26051,Michigan-Gladwin,25430,"46,458"
137.0,0.351,26053,Michigan-Gogebic,13971,"39,030"
1320.0,0.28700000000000003,26057,Michigan-Gratiot,40681,"51,046"
1041.0,0.21499999999999997,26059,Michigan-Hillsdale,45548,"50,015"
489.0,0.31200000000000006,26061,Michigan-Houghton,35709,"45,006"
1943.0,0.352,26063,Michigan-Huron,30904,"49,126"
8473.0,0.377,26065,Michigan-Ingham,291426,"54,704"
2309.0,0.313,26067,Michigan-Ionia,64654,"59,582"
726.0,0.39599999999999996,26069,Michigan-Iosco,25244,"43,605"
127.0,0.30600000000000005,26071,Michigan-Iron,11053,"46,814"
2312.0,0.29,26073,Michigan-Isabella,69635,"46,677"
6848.0,0.31099999999999994,26075,Michigan-Jackson,158357,"56,001"
8147.0,0.385,26077,Michigan-Kalamazoo,265531,"56,739"
532.0,0.272,26079,Michigan-Kalkaska,17984,"47,620"
21927.0,0.378,26081,Michigan-Kent,656800,"66,560"
31.0,0.323,26083,Michigan-Keweenaw,2085,"47,318"
276.0,0.42000000000000004,26085,Michigan-Lake,11752,"38,044"
4182.0,0.316,26087,Michigan-Lapeer,87808,"66,415"
365.0,0.5289999999999999,26089,Michigan-Leelanau,21692,"72,888"
3087.0,0.301,26091,Michigan-Lenawee,98519,"55,466"
6393.0,0.399,26093,Michigan-Livingston,192058,"87,827"
261.0,0.19899999999999998,26095,Michigan-Luce,6266,"45,464"
275.0,0.4169999999999999,26097,Michigan-Mackinac,10807,"44,986"
41107.0,0.37,26099,Michigan-Macomb,872389,"65,051"
461.0,0.396,26101,Michigan-Manistee,24619,"50,047"
1134.0,0.399,26103,Michigan-Marquette,66689,"54,913"
903.0,0.369,26105,Michigan-Mason,29154,"49,869"
1194.0,0.257,26107,Michigan-Mecosta,43583,"47,705"
250.0,0.47100000000000003,26109,Michigan-Menominee,22772,"49,189"
2569.0,0.36900000000000005,26111,Michigan-Midland,83412,"69,859"
724.0,0.313,26113,Michigan-Missaukee,15079,"51,317"
5613.0,0.27999999999999997,26115,Michigan-Monroe,150412,"64,341"
2581.0,0.276,26117,Michigan-Montcalm,63708,"52,089"
257.0,0.356,26119,Michigan-Montmorency,9304,"40,126"
5729.0,0.33599999999999997,26121,Michigan-Muskegon,173645,"50,730"
2046.0,0.27599999999999997,26123,Michigan-Newaygo,49027,"51,772"
43776.0,0.441,26125,Michigan-Oakland,1257726,"81,257"
889.0,0.33999999999999997,26127,Michigan-Oceana,26562,"52,319"
632.0,0.298,26129,Michigan-Ogemaw,20933,"41,347"
72.0,0.3500000000000001,26131,Michigan-Ontonagon,5713,"45,531"
908.0,0.266,26133,Michigan-Osceola,23394,"47,343"
290.0,0.292,26135,Michigan-Oscoda,8318,"44,594"
1193.0,0.355,26137,Michigan-Otsego,24664,"52,392"
10550.0,0.362,26139,Michigan-Ottawa,291460,"69,827"
729.0,0.38099999999999995,26143,Michigan-Roscommon,23986,"42,546"
6533.0,0.338,26145,Michigan-Saginaw,190484,"48,471"
2180.0,0.252,26151,Michigan-Sanilac,41220,"49,917"
181.0,0.284,26153,Michigan-Schoolcraft,8081,"50,256"
2619.0,0.34800000000000003,26155,Michigan-Shiawassee,68065,"55,633"
2451.0,0.294,26157,Michigan-Tuscola,52355,"52,342"
7792.0,0.43900000000000006,26161,Michigan-Washtenaw,368242,"76,728"
63917.0,0.34199999999999997,26163,Michigan-Wayne,1750093,"50,753"
1448.0,0.32699999999999996,26165,Michigan-Wexford,33654,"53,146"
201.0,0.35700000000000004,27001,Minnesota-Aitkin,15841,"51,936"
9577.0,0.377,27003,Minnesota-Anoka,357538,"83,363"
761.0,0.317,27005,Minnesota-Becker,34461,"61,311"
710.0,0.30299999999999994,27007,Minnesota-Beltrami,47205,"54,638"
1371.0,0.21700000000000003,27009,Minnesota-Benton,40938,"63,395"
634.0,0.444,27015,Minnesota-Brown,24965,"62,904"
539.0,0.37100000000000005,27017,Minnesota-Carlton,35913,"65,749"
2976.0,0.444,27019,Minnesota-Carver,105128,"101,891"
671.0,0.28900000000000003,27021,Minnesota-Cass,29622,"54,267"
177.0,0.316,27023,Minnesota-Chippewa,11756,"54,984"
1232.0,0.371,27025,Minnesota-Chisago,56543,"84,811"
1370.0,0.21300000000000002,27027,Minnesota-Clay,64441,"64,874"
171.0,0.23299999999999996,27029,Minnesota-Clearwater,8843,"54,896"
54.0,0.459,27031,Minnesota-Cook,5416,"58,664"
325.0,0.348,27033,Minnesota-Cottonwood,11232,"53,725"
10669.0,0.462,27037,Minnesota-Dakota,429453,"89,075"
356.0,0.335,27039,Minnesota-Dodge,20976,"86,436"
835.0,0.32399999999999995,27041,Minnesota-Douglas,38070,"67,592"
331.0,0.375,27043,Minnesota-Faribault,13671,"54,193"
205.0,0.40800000000000003,27045,Minnesota-Fillmore,21081,"62,716"
670.0,0.388,27047,Minnesota-Freeborn,30385,"56,716"
985.0,0.44,27049,Minnesota-Goodhue,46391,"71,497"
103.0,0.319,27051,Minnesota-Grant,5977,"55,247"
24541.0,0.502,27053,Minnesota-Hennepin,1265159,"82,323"
174.0,0.259,27055,Minnesota-Houston,18667,"64,920"
365.0,0.296,27057,Minnesota-Hubbard,21604,"56,064"
1351.0,0.262,27059,Minnesota-Isanti,40447,"77,963"
1483.0,0.339,27061,Minnesota-Itasca,45225,"58,660"
293.0,0.307,27063,Minnesota-Jackson,9799,"57,915"
395.0,0.243,27065,Minnesota-Kanabec,16357,"63,595"
896.0,0.28600000000000003,27067,Minnesota-Kandiyohi,43137,"64,129"
82.0,0.313,27069,Minnesota-Kittson,4286,"62,762"
340.0,0.364,27071,Minnesota-Koochiching,12202,"52,545"
96.0,0.42100000000000004,27075,Minnesota-Lake,10625,"61,082"
96.0,0.42100000000000004,27075,Minnesota-Lake,3736,"61,082"
78.0,0.30399999999999994,27081,Minnesota-Lincoln,5619,"55,328"
512.0,0.33399999999999996,27083,Minnesota-Lyon,25579,"63,849"
930.0,0.365,27085,Minnesota-McLeod,35826,"64,380"
124.0,0.22399999999999995,27087,Minnesota-Mahnomen,5540,"46,702"
110.0,0.26199999999999996,27089,Minnesota-Marshall,9345,"59,793"
461.0,0.366,27091,Minnesota-Martin,19641,"54,602"
563.0,0.298,27093,Minnesota-Meeker,23166,"63,812"
1012.0,0.27299999999999996,27097,Minnesota-Morrison,33329,"61,847"
673.0,0.408,27099,Minnesota-Mower,40040,"55,276"
128.0,0.31499999999999995,27101,Minnesota-Murray,8197,"61,007"
736.0,0.405,27103,Minnesota-Nicollet,34311,"71,067"
215.0,0.379,27105,Minnesota-Nobles,21645,"57,300"
72.0,0.307,27107,Minnesota-Norman,6388,"53,961"
1645.0,0.40399999999999997,27109,Minnesota-Olmsted,158188,"80,631"
197.0,0.2879999999999999,27113,Minnesota-Pennington,14069,"55,870"
532.0,0.303,27115,Minnesota-Pine,29430,"55,684"
153.0,0.342,27117,Minnesota-Pipestone,9152,"55,405"
466.0,0.203,27119,Minnesota-Polk,31330,"60,582"
327.0,0.338,27121,Minnesota-Pope,11216,"59,442"
9530.0,0.47400000000000003,27123,Minnesota-Ramsey,549632,"68,652"
297.0,0.329,27127,Minnesota-Redwood,15158,"60,097"
333.0,0.3410000000000001,27129,Minnesota-Renville,14551,"59,110"
1516.0,0.438,27131,Minnesota-Rice,67016,"72,438"
129.0,0.30700000000000005,27133,Minnesota-Rock,9334,"63,451"
311.0,0.293,27135,Minnesota-Roseau,15176,"62,924"
4294.0,0.456,27139,Minnesota-Scott,149004,"108,718"
3322.0,0.275,27141,Minnesota-Sherburne,97424,"95,323"
295.0,0.31100000000000005,27143,Minnesota-Sibley,14868,"66,757"
3853.0,0.325,27145,Minnesota-Stearns,161076,"66,449"
988.0,0.40800000000000003,27147,Minnesota-Steele,36687,"68,603"
184.0,0.349,27149,Minnesota-Stevens,9822,"59,045"
193.0,0.344,27151,Minnesota-Swift,9294,"60,127"
388.0,0.228,27153,Minnesota-Todd,24725,"51,746"
72.0,0.31599999999999995,27155,Minnesota-Traverse,3260,"57,602"
217.0,0.44599999999999995,27157,Minnesota-Wabasha,21548,"63,435"
331.0,0.288,27159,Minnesota-Wadena,13662,"50,663"
298.0,0.376,27161,Minnesota-Waseca,18558,"63,907"
5396.0,0.454,27163,Minnesota-Washington,262541,"100,857"
184.0,0.378,27165,Minnesota-Watonwan,10846,"57,290"
162.0,0.16499999999999998,27167,Minnesota-Wilkin,6223,"69,890"
436.0,0.402,27169,Minnesota-Winona,50659,"64,219"
3882.0,0.34500000000000003,27171,Minnesota-Wright,138542,"91,374"
255.0,0.28,29001,Missouri-Adair,25511,"43,044"
696.0,0.165,29003,Missouri-Andrew,17699,"62,823"
173.0,0.31100000000000005,29005,Missouri-Atchison,5109,"50,516"
730.0,0.17200000000000001,29007,Missouri-Audrain,24962,"45,609"
882.0,0.258,29009,Missouri-Barry,35789,"47,155"
271.0,0.19799999999999998,29011,Missouri-Barton,11681,"46,397"
271.0,0.21500000000000002,29013,Missouri-Bates,16213,"48,442"
294.0,0.27099999999999996,29015,Missouri-Benton,19477,"42,144"
112.0,0.16899999999999998,29017,Missouri-Bollinger,12142,"45,868"
1591.0,0.36200000000000004,29019,Missouri-Boone,181084,"58,029"
1067.0,0.21200000000000002,29021,Missouri-Buchanan,87212,"49,216"
793.0,0.146,29023,Missouri-Butler,42574,"41,327"
240.0,0.22100000000000003,29025,Missouri-Caldwell,9039,"52,872"
660.0,0.24100000000000002,29027,Missouri-Callaway,44762,"58,720"
720.0,0.252,29029,Missouri-Camden,46211,"51,460"
238.0,0.269,29033,Missouri-Carroll,8698,"50,628"
126.0,0.12199999999999998,29035,Missouri-Carter,5981,"36,383"
